A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,EWS_DaysToThreat,scenario,policy,model
94,322.2795894742012,1.0,0.9919725218787789,160.230972468853,1.0,0.17908744886517525,271.90986037254333,10.0,0.39800142031162977,227.60991394519806,1.5,0.9715238651260734,334.9128043651581,1.0,0.18099710438400507,4.5,2.5,3.5,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,5,5,7,6,5,6,1,2,3,1,0,10,5,7,5,3,1,0,dikesnet
17,322.2795894742012,1.0,0.9919725218787789,160.230972468853,1.0,0.17908744886517525,271.90986037254333,10.0,0.39800142031162977,227.60991394519806,1.5,0.9715238651260734,334.9128043651581,1.0,0.18099710438400507,4.5,2.5,3.5,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,5,5,7,6,5,6,1,2,3,1,0,10,5,7,5,3,2,0,dikesnet
94,118.78207176923752,1.0,0.9919725218787789,160.230972468853,1.0,0.17908744886517525,271.90986037254333,10.0,0.39800142031162977,227.60991394519806,1.5,0.9715238651260734,334.9128043651581,1.0,0.18099710438400507,4.5,2.5,3.5,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,5,5,7,6,5,6,1,2,3,1,0,10,5,7,5,3,3,0,dikesnet
94,322.2795894742012,1.0,0.9919725218787789,160.230972468853,1.0,0.17908744886517525,271.90986037254333,10.0,0.39800142031162977,227.60991394519806,1.5,0.9715238651260734,334.9128043651581,1.0,0.18099710438400507,4.5,2.5,3.5,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,5,5,7,6,5,6,1,2,3,1,0,10,5,7,5,3,4,0,dikesnet
94,322.2795894742012,1.0,0.9622250515967607,160.230972468853,1.0,0.17908744886517525,271.90986037254333,10.0,0.39800142031162977,227.60991394519806,1.5,0.9715238651260734,334.9128043651581,1.0,0.18099710438400507,4.5,2.5,3.5,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,5,5,7,6,5,6,1,2,3,1,0,10,5,7,5,3,5,0,dikesnet
94,322.2795894742012,1.0,0.9919725218787789,168.77364724874496,1.0,0.17908744886517525,271.90986037254333,10.0,0.39800142031162977,227.60991394519806,1.5,0.9715238651260734,334.9128043651581,1.0,0.18099710438400507,4.5,2.5,3.5,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,5,5,7,6,5,6,1,2,3,1,0,10,5,7,5,3,6,0,dikesnet
94,322.2795894742012,1.0,0.9919725218787789,160.230972468853,1.0,0.17908744886517525,271.90986037254333,10.0,0.39800142031162977,227.60991394519806,1.5,0.9715238651260734,334.9128043651581,1.0,0.18099710438400507,4.5,2.5,3.5,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,5,5,7,6,5,6,1,2,3,1,0,10,5,7,5,3,7,0,dikesnet
94,322.2795894742012,1.0,0.9919725218787789,160.230972468853,1.0,0.6611712602898479,271.90986037254333,10.0,0.39800142031162977,227.60991394519806,1.5,0.9715238651260734,334.9128043651581,1.0,0.18099710438400507,4.5,2.5,3.5,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,5,5,7,6,5,6,1,2,3,1,0,10,5,7,5,3,8,0,dikesnet
94,322.2795894742012,1.0,0.9919725218787789,160.230972468853,1.0,0.17908744886517525,146.00233376026154,10.0,0.39800142031162977,227.60991394519806,1.5,0.9715238651260734,334.9128043651581,1.0,0.18099710438400507,4.5,2.5,3.5,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,5,5,7,6,5,6,1,2,3,1,0,10,5,7,5,3,9,0,dikesnet
94,322.2795894742012,1.0,0.9919725218787789,160.230972468853,1.0,0.17908744886517525,271.90986037254333,1.0,0.39800142031162977,227.60991394519806,1.5,0.9715238651260734,334.9128043651581,1.0,0.18099710438400507,4.5,2.5,3.5,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,5,5,7,6,5,6,1,2,3,1,0,10,5,7,5,3,10,0,dikesnet
